"(父） ASIN","（子）ASIN","商品名称","买家访问次数","买家访问次数百分比","页面浏览次数","页面浏览次数百分比","购买按钮赢得率","已订购商品数量","订单商品数量转化率","已订购商品销售额","订单商品种类数"
"B06XX186BB","B06XXD5D68","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","125","1.46%","191","1.78%","71%","36","28.80%","CAD539.64","34"
"B06XX186BB","B06XWZDQBF","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","87","1.02%","121","1.13%","98%","32","36.78%","CAD479.68","30"
"B06XX186BB","B06XXC71R7","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","54","0.63%","79","0.74%","94%","19","35.19%","CAD284.81","19"
"B06XX186BB","B06XXBMK3H","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","41","0.48%","61","0.57%","92%","17","41.46%","CAD254.83","17"
"B06XX186BB","B06XXFGJ5Z","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","53","0.62%","67","0.63%","100%","16","30.19%","CAD239.84","16"
"B06XX186BB","B06XWZJ94M","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","48","0.56%","66","0.62%","100%","11","22.92%","CAD164.89","11"
"B06XX186BB","B06XXF89VM","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","80","0.94%","99","0.92%","90%","10","12.50%","CAD149.90","10"
"B079NTDB1K","B079NWXNZ7","Women's Flounced Striped High Waited Swimsuit Two Piece Bikini Set Red L","77","0.90%","97","0.91%","100%","9","11.69%","CAD233.91","9"
"B078X7DQS2","B078X8HY72","MiYang Womens One Piece Floral Lace Swimwear Printed Multi-rope Harness Bathing Suit","18","0.21%","28","0.26%","100%","8","44.44%","CAD175.92","8"
"B078X7DQS2","B078X77CMG","MiYang Womens One Piece Floral Lace Swimwear Printed Multi-rope Harness Bathing Suit","12","0.14%","17","0.16%","100%","7","58.33%","CAD153.93","7"
"B06XX186BB","B06XXDYCFP","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","18","0.21%","22","0.21%","77%","6","33.33%","CAD89.94","6"
"B06XX186BB","B06XXF7D82","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","26","0.30%","28","0.26%","100%","6","23.08%","CAD89.94","6"
"B078X7DQS2","B078X7FL96","MiYang Womens One Piece Floral Lace Swimwear Printed Multi-rope Harness Bathing Suit","23","0.27%","35","0.33%","100%","6","26.09%","CAD131.94","6"
"B01M4NM99X","B01EJ5VO38","MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Swimsuit Black 1XL","16","0.19%","19","0.18%","100%","5","31.25%","CAD179.95","5"
"B01M4NM99X","B01EJ5VT60","MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Swimsuit Black 4XL","31","0.36%","41","0.38%","85%","5","16.13%","CAD179.95","5"
"B078Z64ZP4","B078Z5C7DK","MiYang Women's Sexy Bandage Bikini Set Push-up Padded 2 Piece Swimsuit Swimwear","18","0.21%","22","0.21%","55%","5","27.78%","CAD99.95","5"
"B079NTDB1K","B079NSKLJX","Women's Flounced Striped High Waited Swimsuit Two Piece Bikini Set Black XL","11","0.13%","11","0.10%","100%","5","45.45%","CAD129.95","5"
"B079NTDB1K","B079NSVLXQ","Women's Flounced Striped High Waited Swimsuit Two Piece Bikini Set Black L","29","0.34%","41","0.38%","83%","5","17.24%","CAD129.95","5"
"B01M4NM99X","B07BHJMT22","Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit Navy Polka Dot 2XL","24","0.28%","25","0.23%","100%","5","20.83%","CAD179.95","5"
"B06Y2Y9VT6","B013OSTKN2","Women's Tankini Striped Trapeze Swim Dress (5505 Deep Blue L)","19","0.22%","21","0.20%","100%","4","21.05%","CAD131.96","4"
"B01M4NM99X","B01EJ5VUNW","MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Swimsuit Black 3XL","26","0.30%","28","0.26%","100%","4","15.38%","CAD143.96","4"
"B01M4NM99X","B01FXAQTLK","MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Swimsuit ZL 4XL","21","0.25%","27","0.25%","100%","4","19.05%","CAD143.96","4"
"B01M4NM99X","B01HFYMTRK","MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Swimsuit Black Cherry XL","27","0.32%","34","0.32%","100%","4","14.81%","CAD143.96","4"
"B01M4NM99X","B01HFYMWA4","MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Swimsuit YT 5XL","12","0.14%","22","0.21%","73%","4","33.33%","CAD143.96","4"
"B06XX186BB","B06XWVLPRH","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","13","0.15%","13","0.12%","100%","4","30.77%","CAD59.96","4"
"B06XX186BB","B06XXCD9RY","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","8","0.09%","12","0.11%","75%","4","50.00%","CAD59.96","4"
"B06XX186BB","B06XXCZS9G","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","40","0.47%","46","0.43%","100%","4","10.00%","CAD59.96","4"
"B079NTDB1K","B079NR6CSY","Women's Flounced Striped High Waited Swimsuit Two Piece Bikini Set Red XL","33","0.39%","40","0.37%","100%","4","12.12%","CAD103.96","4"
"B07BS9RSLR","B07BDDN4NR","MiYang Padded Push up Brazilian Thong Bikini Sets 2018 Swimsuits for Women Black M","9","0.11%","14","0.13%","93%","4","44.44%","CAD83.96","4"
"B07BS9RSLR","B07BDJL36J","MiYang Padded Push up Brazilian Thong Bikini Sets 2018 Swimsuits for Women Orange M","17","0.20%","22","0.21%","100%","4","23.53%","CAD83.96","4"
"B07DK1VJ1S","B07CLKMQYF","MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Black 3XL(US 24-26)","13","0.15%","16","0.15%","100%","4","30.77%","CAD123.96","4"
"B06XX186BB","B07DFB3XMF","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","47","0.55%","64","0.60%","100%","4","8.51%","CAD63.96","4"
"B06XX186BB","B07DFFCKTM","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","24","0.28%","26","0.24%","100%","4","16.67%","CAD63.96","4"
"B06Y2Y9VT6","B013OSTD48","Women's Tankini Striped Trapeze Swim Dress (5505 Deep Blue S)","2","0.02%","2","0.02%","100%","3","150.00%","CAD98.97","3"
"B01M98IB8X","B01A6BXQDK","MiYang Women's One Piece Striped Slim Swim Dress Bathing Swimwear","11","0.13%","15","0.14%","73%","3","27.27%","CAD89.97","3"
"B01M4NM99X","B01EJ5VRJE","MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Swimsuit Black 3XL","49","0.57%","58","0.54%","98%","3","6.12%","CAD107.97","3"
"B01M4NM99X","B01FXAQPZK","MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Swimsuit ZL 2XL","59","0.69%","69","0.64%","99%","3","5.08%","CAD107.97","3"
"B01M4NM99X","B01FXAQVH2","MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Swimsuit ZL 5XL","18","0.21%","22","0.21%","100%","3","16.67%","CAD107.97","3"
"B01M4NM99X","B01HFYMV14","MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Swimsuit YT 4XL","23","0.27%","27","0.25%","93%","3","13.04%","CAD107.97","3"
"B06XX186BB","B06XWWLKNP","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","22","0.26%","28","0.26%","89%","3","13.64%","CAD44.97","3"
"B06XX186BB","B06XWZLBXL","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","22","0.26%","28","0.26%","93%","3","13.64%","CAD44.97","3"
"B06XX186BB","B06XXBSFVK","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","20","0.23%","24","0.22%","100%","3","15.00%","CAD44.97","3"
"B06XX186BB","B06XXDTLKL","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","26","0.30%","28","0.26%","100%","3","11.54%","CAD44.97","3"
"B078X7DQS2","B078X7KB91","MiYang Womens One Piece Floral Lace Swimwear Printed Multi-rope Harness Bathing Suit","18","0.21%","24","0.22%","100%","3","16.67%","CAD65.97","3"
"B079NTDB1K","B079NTGNH4","Women's Flounced Striped High Waited Swimsuit Two Piece Bikini Set Purple M","11","0.13%","13","0.12%","100%","3","27.27%","CAD77.97","3"
"B079NTDB1K","B079NXJ2WX","Women's Flounced Striped High Waited Swimsuit Two Piece Bikini Set Black M","10","0.12%","11","0.10%","55%","3","30.00%","CAD77.97","3"
"B07BS9RSLR","B07BDCH6TS","MiYang Padded Push up Brazilian Thong Bikini Sets 2018 Swimsuits for Women Black L","3","0.04%","5","0.05%","100%","3","100.00%","CAD62.97","3"
"B01M4NM99X","B07BHJNXF7","MiYang Women's Plus-Size Shaping Body One Piece Swim Dresses Swimsuit Leaves Print 3XL","7","0.08%","7","0.07%","100%","3","42.86%","CAD107.97","3"
"B01M4NM99X","B07BHKN4XR","Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit Black Polka Dot XL","7","0.08%","10","0.09%","90%","3","42.86%","CAD107.97","3"
"B01M4NM99X","B07BHL8PRT","Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit Navy Polka Dot L","21","0.25%","30","0.28%","100%","3","14.29%","CAD107.97","3"
"B01M4NM99X","B07BHMP7JD","Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit Black Polka Dot 3XL","2","0.02%","2","0.02%","100%","3","150.00%","CAD107.97","3"
"B07C599Z82","B07C5K76XV","MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women Black US 8-10","15","0.18%","16","0.15%","94%","3","20.00%","CAD53.97","3"
"B07B3T238X","B00V3NA5CG","MiYang Halter Neck Wrap One Piece Padded Tankini Swimsuit Monokini Swimwear for Women","4","0.05%","5","0.05%","60%","2","50.00%","CAD37.98","2"
"B01LX2T9AR","B0136OUC9K","MiYang Women's Floral Lace Beach Bikini Swimwear Cover-up, White, Small(US Size 4-6)","4","0.05%","4","0.04%","100%","2","50.00%","CAD53.98","2"
"B06Y2Y9VT6","B013OSTFWS","Women's Tankini Striped Trapeze Swim Dress (5505 Deep Blue M)","9","0.11%","11","0.10%","100%","2","22.22%","CAD65.98","2"
"B01M98IB8X","B01A6WFZZQ","MiYang Women's One Piece Striped Slim Swim Dress Bathing Swimwear","27","0.32%","33","0.31%","94%","2","7.41%","CAD59.98","2"
"B01M98IB8X","B01A6WG3RA","MiYang Women's One Piece Striped Slim Swim Dress Bathing Swimwear","48","0.56%","60","0.56%","93%","2","4.17%","CAD59.98","2"
"B01M4LAA8J","B01AXSD8PC","MiYang Women's Shaping Body Swimsuit One-Piece Swimwear Spa Suit Size tag 5XL/UK size XXL(US Size OX 12W) Orange","3","0.04%","4","0.04%","100%","2","66.67%","CAD59.98","2"
"B01M8KNHIV","B01DLSN9BY","MiYang Women's Two Pieces Stripes Slim Tankini Suit Bathing Swimwear","1","0.01%","1","0.01%","100%","2","200.00%","CAD59.98","2"
"B01M4NM99X","B01HFYMXUI","MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Swimsuit YT 2XL","13","0.15%","13","0.12%","100%","2","15.38%","CAD71.98","2"
"B01M98IB8X","B01IOEHSWQ","MiYang Women's One Piece Striped Slim Swim Dress Bathing Swimwear","6","0.07%","7","0.07%","100%","2","33.33%","CAD59.98","2"
"B01M4LAA8J","B01MQJOVR2","MiYang Women's Shaping Body Swimsuit One-Piece Swimwear Spa Suit Size tag 4XL/UK size XL,Blue and Green","3","0.04%","4","0.04%","100%","2","66.67%","CAD65.98","2"
"B01M4LAA8J","B01MQJOXH7","MiYang Women's Shaping Body Swimsuit One-Piece Swimwear Spa Suit Size tag 3XL/UK size L,Purple","16","0.19%","25","0.23%","100%","2","12.50%","CAD65.98","2"
"B01M4LAA8J","B01MXLWZ7S","MiYang Women's Shaping Body Swimsuit One-Piece Swimwear Spa Suit Size tag 5XL/UK size XXL(US Size OX 12W) Blue and Green","4","0.05%","4","0.04%","100%","2","50.00%","CAD65.98","2"
"B01M4NM99X","B01N1Z5YOP","MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Swimsuit","15","0.18%","24","0.22%","100%","2","13.33%","CAD71.98","2"
"B01M4LAA8J","B01N64GDNS","MiYang Women's Shaping Body Swimsuit One-Piece Swimwear Spa Suit Size tag 3XL/UK size L,Blue and Green","5","0.06%","5","0.05%","100%","2","40.00%","CAD65.98","2"
"B01N9T4PYF","B06WWRHVCC","MiYang Women's One Piece Bathing Suit Tankini Swimdress Cover Up Swimsuit 4XL","11","0.13%","17","0.16%","100%","2","18.18%","CAD59.98","2"
"B01N9T4PYF","B06X9CGXPK","MiYang Women's One Piece Bathing Suit Tankini Swimdress Cover up Swimsuit","1","0.01%","1","0.01%","100%","2","200.00%","CAD59.98","2"
"B01N9T4PYF","B06X9NCVM4","MiYang Women's One Piece Bathing Suit Tankini Swimdress Cover Up Swimsuit 5XL","16","0.19%","22","0.21%","100%","2","12.50%","CAD59.98","2"
"B06XX186BB","B06XWWTXPN","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","8","0.09%","8","0.07%","100%","2","25.00%","CAD29.98","2"
"B06XX186BB","B06XX1BZ9P","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","5","0.06%","7","0.07%","100%","2","40.00%","CAD29.98","2"
"B06XX186BB","B06XXDC6VV","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","8","0.09%","8","0.07%","100%","2","25.00%","CAD29.98","2"
"B071Y6G2S3","B071N9PKF4","MiYang Plus Size Yellow Floral Print Blouson Plus Size Swimwear Tankini Top & Boyshort","16","0.19%","18","0.17%","94%","2","12.50%","CAD59.98","2"
"B078X8KW4X","B078X88XXP","MiYang Women's Off the Shoulder Frill Geometric Striped One Piece Bathing Suit Bikini","12","0.14%","20","0.19%","85%","2","16.67%","CAD43.98","2"
"B078X8KW4X","B078X8H4W9","MiYang Women's Off the Shoulder Frill Geometric Striped One Piece Bathing Suit Bikini","13","0.15%","19","0.18%","100%","2","15.38%","CAD43.98","2"
"B078X8KW4X","B078X8NHCV","MiYang Women's Off the Shoulder Frill Geometric Striped One Piece Bathing Suit Bikini","34","0.40%","37","0.35%","100%","2","5.88%","CAD43.98","2"
"B078XBZCQP","B078XB7FNC","MiYang Womens Stripes Lined Up Double Up Tankini Top Swimwear","1","0.01%","3","0.03%","100%","2","200.00%","CAD47.98","2"
"B079NTDB1K","B079NTDSPB","Women's Flounced Striped High Waited Swimsuit Two Piece Bikini Set Red M","5","0.06%","5","0.05%","60%","2","40.00%","CAD51.98","2"
"B079NTDB1K","B079NVD55S","Women's Flounced Striped High Waited Swimsuit Two Piece Bikini Set Red S","46","0.54%","58","0.54%","93%","2","4.35%","CAD51.98","2"
"B079NTDB1K","B079NVPK5Y","Women's Flounced Striped High Waited Swimsuit Two Piece Bikini Set Purple L","34","0.40%","43","0.40%","100%","2","5.88%","CAD51.98","2"
"B079NTDB1K","B079P1TSLZ","Women's Flounced Striped High Waited Swimsuit Two Piece Bikini Set Black S","40","0.47%","53","0.49%","92%","2","5.00%","CAD51.98","2"
"B07B2TSVMZ","B07B2TN7SZ","MiYang Women's Bohemian Kimono Beach Bikini Cover Up Bohemian Floral Cardigan","12","0.14%","15","0.14%","100%","2","16.67%","CAD39.98","2"
"B07B2TSVMZ","B07B2VQW6G","MiYang Women's Bohemian Kimono Beach Bikini Cover Up Bohemian Floral Cardigan","44","0.51%","50","0.47%","100%","2","4.55%","CAD39.98","2"
"B07B3T238X","B07B3RF9GF","MiYang Halter Neck Wrap One Piece Padded Tankini Swimsuit Monokini Swimwear for Women","8","0.09%","11","0.10%","100%","2","25.00%","CAD37.98","2"
"B07CSJTXGW","B07BC7NPT5","MiYang Women's Halter High Waisted Cut Out One Piece Swimsuit Backless Bathing Suit Black XL","4","0.05%","4","0.04%","100%","2","50.00%","CAD51.98","2"
"B07CSJTXGW","B07BCD69SP","MiYang Women's Halter High Waisted Cut Out One Piece Swimsuit Backless Bathing Suit Black L","2","0.02%","3","0.03%","100%","2","100.00%","CAD51.98","2"
"B07BS9RSLR","B07BDCXZDR","MiYang Padded Push up Brazilian Thong Bikini Sets 2018 Swimsuits for Women Orange S","33","0.39%","43","0.40%","95%","2","6.06%","CAD41.98","2"
"B07BS9RSLR","B07BDCZNZ3","MiYang Padded Push up Brazilian Thong Bikini Sets 2018 Swimsuits for Women White L","2","0.02%","3","0.03%","100%","2","100.00%","CAD41.98","2"
"B07BS9RSLR","B07BDJ6B11","MiYang Padded Push up Brazilian Thong Bikini Sets 2018 Swimsuits for Women Red M","8","0.09%","12","0.11%","100%","2","25.00%","CAD41.98","2"
"B07BS9RSLR","B07BDM7YRZ","MiYang Padded Push up Brazilian Thong Bikini Sets 2018 Swimsuits for Women Red L","13","0.15%","14","0.13%","79%","2","15.38%","CAD41.98","2"
"B01M4NM99X","B07BHJ9892","Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit Navy Polka Dot XL","10","0.12%","10","0.09%","80%","2","20.00%","CAD71.98","2"
"B01M4NM99X","B07BHJG457","Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit Black Polka Dot 2XL","14","0.16%","16","0.15%","100%","2","14.29%","CAD71.98","2"
"B01M4NM99X","B07BHJSQGX","Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit Navy Polka Dot 3XL","10","0.12%","11","0.10%","100%","2","20.00%","CAD71.98","2"
"B01M4NM99X","B07BHK9VDD","MiYang Women's Plus-Size Floral Shaping Body One Piece Swim Dresses Swimsuit XL","14","0.16%","19","0.18%","100%","2","14.29%","CAD71.98","2"
"B01M4NM99X","B07BHLTFSJ","MiYang Women's Plus-Size Shaping Body One Piece Swim Dresses Swimsuit Leaves Print XL","14","0.16%","14","0.13%","100%","2","14.29%","CAD71.98","2"
"B01M4NM99X","B07BHMDF7S","MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Navy Blue 4XL","19","0.22%","22","0.21%","100%","2","10.53%","CAD71.98","2"
"B07DQLCSB7","B07BMTVWV2","Bikini Sets Sport Swimsuit Low Scoop Crop Top High Waisted High Cut Cheeky Bottom","3","0.04%","4","0.04%","25%","2","66.67%","CAD59.98","2"
"B01N9T4PYF","B07C21SJ3Y","Black One Piece Swimsuit High Neck V-Neckline Mesh Ruched Monokini?Swinwear M US(8-10)","7","0.08%","8","0.07%","88%","2","28.57%","CAD59.98","2"
"B01N9T4PYF","B07C229DD3","MiYang Wine Red One Piece Swimsuit High Neck V-Neckline Mesh Ruched Monokini?Swinwear L US(12-14)","3","0.04%","5","0.05%","100%","2","66.67%","CAD59.98","2"
"B01N9T4PYF","B07C22DFJD","MiYang Navy Blue One Piece Swimsuit High Neck V-Neckline Mesh Ruched Monokini?Swinwear XL US (16)","4","0.05%","5","0.05%","100%","2","50.00%","CAD59.98","2"
"B07B3T238X","B07C3LMC53","MiYang Halter Neck Wrap One Piece Padded Tankini Swimsuit Monokini Swimwear for Women","1","0.01%","1","0.01%","100%","2","200.00%","CAD37.98","2"
"B07DQLCSB7","B07C8LWXVZ","Bikini Sets Sport Swimsuit Low Scoop Crop Top High Waisted High Cut Cheeky Bottom","5","0.06%","11","0.10%","82%","2","40.00%","CAD59.98","2"
"B07CSJTXGW","B07CBTGQYC","MiYang Women's Halter High Waisted Cut Out One Piece Swimsuit Backless Bathing Suit Red 2XL","2","0.02%","2","0.02%","100%","2","100.00%","CAD51.98","2"
"B07C599Z82","B07CCH6Y1S","MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women Black US 4-6","5","0.06%","6","0.06%","83%","2","40.00%","CAD35.98","2"
"B07DK1VJ1S","B07CKTGCD3","MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Black Large(US 12-14)","10","0.12%","12","0.11%","100%","2","20.00%","CAD61.98","2"
"B07DK1VJ1S","B07CKTNMC5","MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Black Floral Medium(US 8-10)","18","0.21%","23","0.21%","100%","2","11.11%","CAD61.98","2"
"B07DK1VJ1S","B07CKVWVXT","MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Black 2XL(US 20-22)","5","0.06%","5","0.05%","100%","2","40.00%","CAD61.98","2"
"B07DK1VJ1S","B07CKW2DBN","MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Navy Floral 3XL(US 24-26)","1","0.01%","1","0.01%","100%","2","200.00%","CAD61.98","2"
"B07DK1VJ1S","B07CL1T9PR","MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Black Floral 3XL(US 24-26)","8","0.09%","8","0.07%","100%","2","25.00%","CAD61.98","2"
"B06XX186BB","B07DFG942Y","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","19","0.22%","24","0.22%","100%","2","10.53%","CAD31.98","2"
"B06XX186BB","B07DFJ57WK","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","32","0.37%","43","0.40%","77%","2","6.25%","CAD31.98","2"
"B01LX2T9AR","B010SPPG3W","MiYang Women's Floral Lace Beach Bikini Swimwear Cover-up Black XS(US Size 0-2)","7","0.08%","10","0.09%","80%","1","14.29%","CAD26.99","1"
